#group,false,false,true,true,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
#default,mean,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_id
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:45:00Z,500,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:46:00Z,742.3589743589744,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:47:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:48:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:49:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:50:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:51:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:52:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:53:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:54:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:55:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:56:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:57:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:58:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:59:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:00:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:01:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:02:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:03:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:04:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:05:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:06:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:07:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:08:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:09:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:10:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:11:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:12:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:13:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:14:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:15:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:16:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:17:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:18:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:19:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:20:00Z,778,weight,sensor_logs_1,node-092
,,367,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:21:00Z,778,weight,sensor_logs_1,node-092
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:16:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:17:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:18:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:19:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:20:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:21:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:22:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:23:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:24:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:25:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:26:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:27:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:28:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:29:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:30:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:31:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:32:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:33:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:34:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:35:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:36:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:37:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:38:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:39:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:40:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:41:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:42:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:43:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:44:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:45:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:46:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:47:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:48:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:49:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:50:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:51:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:52:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:53:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:54:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:55:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:56:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:57:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:58:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:59:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:00:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:01:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:02:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:03:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:04:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:05:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:06:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:07:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:08:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:09:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:10:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:11:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:12:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:13:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:14:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:15:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:16:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:17:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:18:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:19:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:20:00Z,0,cancel,sensor_logs_1,node-093
,,368,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:21:00Z,0,cancel,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:16:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:17:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:18:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:19:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:20:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:21:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:22:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:23:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:24:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:25:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:26:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:27:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:28:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:29:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:30:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:31:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:32:00Z,0.02564102564102564,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:33:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:34:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:35:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:36:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:37:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:38:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:39:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:40:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:41:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:42:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:43:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:44:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:45:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:46:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:47:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:48:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:49:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:50:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:51:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:52:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:53:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:54:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:55:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:56:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:57:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:58:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:59:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:00:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:01:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:02:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:03:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:04:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:05:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:06:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:07:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:08:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:09:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:10:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:11:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:12:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:13:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:14:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:15:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:16:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:17:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:18:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:19:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:20:00Z,0,confirm,sensor_logs_1,node-093
,,369,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T18:21:00Z,0,confirm,sensor_logs_1,node-093
,,370,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:16:00Z,300,distance,sensor_logs_1,node-093
,,370,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:17:00Z,300,distance,sensor_logs_1,node-093
,,370,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:18:00Z,300,distance,sensor_logs_1,node-093
,,370,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:19:00Z,300,distance,sensor_logs_1,node-093
,,370,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:20:00Z,300,distance,sensor_logs_1,node-093
,,370,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:21:00Z,300,distance,sensor_logs_1,node-093
,,370,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:22:00Z,300,distance,sensor_logs_1,node-093
,,370,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:23:00Z,300,distance,sensor_logs_1,node-093
,,370,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:24:00Z,300,distance,sensor_logs_1,node-093
,,370,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:25:00Z,300,distance,sensor_logs_1,node-093
,,370,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:26:00Z,300,distance,sensor_logs_1,node-093
,,370,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:27:00Z,300,distance,sensor_logs_1,node-093
,,370,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:28:00Z,300,distance,sensor_logs_1,node-093
,,370,2026-04-23T15:40:11.086644467Z,2026-04-23T18:40:11.086644467Z,2026-04-23T17:29:00Z,300,distance,sensor_logs_1,node-093
